"LocationName","Address","City","State","Zip","Description","Website","Phone","lat","lng"
"Roslindale Mobile Market 54","858 Washington St.","ROSLINDALE","MA","02131","Saturday & Sunday, 10:00 am - 2:00 pm, June to November; SNAP-EBT Accepted with select vendors.","","","42.285985","-71.126136"
"Hyde Park Community Market 55","700 Washington St.","HYDE PARK","MA","02136","Friday, 2:00 pm - 6:00 pm, July to October; Cash only.","","","42.253844","-71.120619"
"Roslindale Fresh Market 56","243 Centre St.","ROSLINDALE","MA","02131","Thursday, 3:00 pm - 7:00 pm, June to October; SNAP-EBT Accepted.","","","42.278819","-71.124339"
"Roxbury Farmers Market 57","873 Hyde Park Ave.","ROXBURY","MA","02119","Thursday, 3:00 pm - 7:00 pm, June to October; SNAP-EBT Accepted.","","","42.33318","-71.092483"
"Mattapan Farm Stand 58","144 Boylston St.","MATTAPAN","MA","02126","Friday, 2:00 pm - 6:00 pm, July to October; SNAP-EBT Accepted with select vendors.","","","42.275603","-71.087157"
"Roxbury Mobile Market 59","603 Warren St.","ROXBURY","MA","02119","Wednesday, 10:00 am - 2:00 pm, Year-Round; SNAP-EBT Accepted.","","","42.339788","-71.092359"
"Allston Farmers Market 60","969 Cummins Hwy.","ALLSTON","MA","02134","Wednesday, 10:00 am - 2:00 pm, Year-Round; WIC, HIP & SNAP-EBT Accepted.","","","42.3566","-71.124076"
"South Boston Farmers Market 61","948 Hyde Park Ave.","SOUTH BOSTON","MA","02127","Saturday, 9:00 am - 1:00 pm, May to October; WIC, HIP & SNAP-EBT Accepted.","","","42.334778","-71.044995"
"South Boston Farmers Market 62","223 Morton St.","SOUTH BOSTON","MA","02127","Thursday, 3:00 pm - 7:00 pm, June to October; WIC, HIP & SNAP-EBT Accepted.","","","42.33553","-71.043788"
"Roxbury Farm Stand 63","496 Morton St.","ROXBURY","MA","02119","Wednesday, 10:00 am - 2:00 pm, Year-Round; SNAP-EBT Accepted with select vendors.","","","42.326021","-71.083715"
"Roslindale Fresh Market 64","526 Boylston St.","ROSLINDALE","MA","02131","Tuesday, 12:00 pm - 6:00 pm, June to November; WIC & Senior Coupons Accepted; SNAP-EBT Accepted.","","","42.279329","-71.131918"
"Hyde Park Fresh Market 65","441 American Legion Hwy.","HYDE PARK","MA","02136","Sunday, 11:00 am - 3:00 pm, Year-Round; SNAP-EBT Accepted.","","","42.250649","-71.127667"
"Fenway Farm Stand 66","352 Cummins Hwy.","FENWAY","MA","02115","Tuesday, 12:00 pm - 6:00 pm, June to November; SNAP-EBT Accepted.","","","42.354679","-71.098338"
"East Boston Farmers Market 67","204 Boylston St.","EAST BOSTON","MA","02128","Friday, 2:00 pm - 6:00 pm, July to October; SNAP-EBT Accepted with select vendors.","","","42.367932","-71.031696"
"Charlestown Fresh Market 68","271 Washington St.","CHARLESTOWN","MA","02129","Sunday, 11:00 am - 3:00 pm, Year-Round; SNAP-EBT Accepted with select vendors.","","","42.372732","-71.062638"
"Roxbury Farm Stand 69","362 American Legion Hwy.","ROXBURY","MA","02119","Friday, 2:00 pm - 6:00 pm, July to October; SNAP-EBT Accepted with select vendors.","","","42.332555","-71.089434"
"Jamaica Plain Community Market 70","976 Washington St.","JAMAICA PLAIN","MA","02130","Wednesday, 10:00 am - 2:00 pm, Year-Round; WIC & Senior Coupons Accepted; SNAP-EBT Accepted.","","","42.320749","-71.078573"
"Allston Community Market 71","28 Harvard St.","ALLSTON","MA","02134","Thursday, 3:00 pm - 7:00 pm, June to October; WIC & Senior Coupons Accepted; SNAP-EBT Accepted.","","","42.36209","-71.117864"
"Jamaica Plain Farm Stand 72","39 Centre St.","JAMAICA PLAIN","MA","02130","Wednesday, 10:00 am - 2:00 pm, Year-Round; SNAP-EBT Accepted with select vendors.","","","42.320973","-71.07991"
"Dorchester Mobile Market 73","670 Washington St.","DORCHESTER","MA","02121","Tuesday, 12:00 pm - 6:00 pm, June to November; Cash only.","","","42.293957","-71.062008"
"Hyde Park Mobile Market 74","388 Cummins Hwy.","HYDE PARK","MA","02136","Sunday, 11:00 am - 3:00 pm, Year-Round; Cash only.","","","42.260118","-71.117222"
"Brighton Community Market 75","344 Morton St.","BRIGHTON","MA","02135","Saturday & Sunday, 10:00 am - 2:00 pm, June to November; SNAP-EBT Accepted.","","","42.346319","-71.145817"
"Mission Hill Community Market 76","44 Tremont St.","MISSION HILL","MA","02120","Saturday, 9:00 am - 1:00 pm, May to October; WIC, HIP & SNAP-EBT Accepted.","","","42.324044","-71.093427"
"Fenway Farm Stand 77","649 Tremont St.","FENWAY","MA","02115","Thursday, 3:00 pm - 7:00 pm, June to October; Cash only.","","","42.347096","-71.095365"
"Brighton Mobile Market 78","89 Warren St.","BRIGHTON","MA","02135","Tuesday, 12:00 pm - 6:00 pm, June to November; SNAP-EBT Accepted.","","","42.346481","-71.136438"
"Mission Hill Mobile Market 79","836 Morton St.","MISSION HILL","MA","02120","Thursday, 3:00 pm - 7:00 pm, June to October; SNAP-EBT Accepted with select vendors.","","","42.331374","-71.104967"
"Hyde Park Farmers Market 80","557 Boylston St.","HYDE PARK","MA","02136","Saturday, 9:00 am - 1:00 pm, May to October; Cash only.","","","42.260253","-71.132274"
